,Disease,Symptom_1,Symptom_2,Symptom_3,Symptom_4
7992,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
7993,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
7994,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
7995,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
7996,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
7997,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
7998,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
7999,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8000,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8001,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8002,Diabetes , fatigue, weight_loss, restlessness, lethargy
8003,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8004,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8005,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8006,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8007,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8008,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8009,Jaundice,itching, vomiting, fatigue, weight_loss
8010,Malaria, chills, vomiting, high_fever, sweating
8011,Chicken pox,itching, skin_rash, fatigue, lethargy
8012,Dengue, skin_rash, chills, joint_pain, vomiting
8013,Typhoid, chills, vomiting, fatigue, high_fever
8014,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8015,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8016,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8017,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8018,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8019,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8020,Tuberculosis, chills, vomiting, fatigue, weight_loss
8021,Common Cold, continuous_sneezing, chills, fatigue, cough
8022,Pneumonia, chills, fatigue, cough, high_fever
8023,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8024,Heart attack, vomiting, breathlessness, sweating, chest_pain
8025,Varicose veins, fatigue, cramps, bruising, obesity
8026,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8027,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8028,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8029,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8030,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8031,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8032,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8033,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8034,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8035,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8036,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8037,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8038,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8039,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8040,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8041,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8042,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8043,Diabetes , fatigue, weight_loss, restlessness, lethargy
8044,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8045,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8046,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8047,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8048,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8049,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8050,Jaundice,itching, vomiting, fatigue, weight_loss
8051,Malaria, chills, vomiting, high_fever, sweating
8052,Chicken pox,itching, skin_rash, fatigue, lethargy
8053,Dengue, skin_rash, chills, joint_pain, vomiting
8054,Typhoid, chills, vomiting, fatigue, high_fever
8055,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8056,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8057,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8058,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8059,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8060,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8061,Tuberculosis, chills, vomiting, fatigue, weight_loss
8062,Common Cold, continuous_sneezing, chills, fatigue, cough
8063,Pneumonia, chills, fatigue, cough, high_fever
8064,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8065,Heart attack, vomiting, breathlessness, sweating, chest_pain
8066,Varicose veins, fatigue, cramps, bruising, obesity
8067,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8068,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8069,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8070,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8071,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8072,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8073,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8074,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8075,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8076,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8077,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8078,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8079,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8080,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8081,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8082,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8083,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8084,Diabetes , fatigue, weight_loss, restlessness, lethargy
8085,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8086,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8087,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8088,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8089,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8090,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8091,Jaundice,itching, vomiting, fatigue, weight_loss
8092,Malaria, chills, vomiting, high_fever, sweating
8093,Chicken pox,itching, skin_rash, fatigue, lethargy
8094,Dengue, skin_rash, chills, joint_pain, vomiting
8095,Typhoid, chills, vomiting, fatigue, high_fever
8096,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8097,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8098,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8099,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8100,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8101,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8102,Tuberculosis, chills, vomiting, fatigue, weight_loss
8103,Common Cold, continuous_sneezing, chills, fatigue, cough
8104,Pneumonia, chills, fatigue, cough, high_fever
8105,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8106,Heart attack, vomiting, breathlessness, sweating, chest_pain
8107,Varicose veins, fatigue, cramps, bruising, obesity
8108,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8109,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8110,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8111,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8112,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8113,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8114,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8115,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8116,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8117,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8118,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8119,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8120,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8121,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8122,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8123,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8124,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8125,Diabetes , fatigue, weight_loss, restlessness, lethargy
8126,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8127,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8128,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8129,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8130,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8131,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8132,Jaundice,itching, vomiting, fatigue, weight_loss
8133,Malaria, chills, vomiting, high_fever, sweating
8134,Chicken pox,itching, skin_rash, fatigue, lethargy
8135,Dengue, skin_rash, chills, joint_pain, vomiting
8136,Typhoid, chills, vomiting, fatigue, high_fever
8137,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8138,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8139,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8140,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8141,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8142,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8143,Tuberculosis, chills, vomiting, fatigue, weight_loss
8144,Common Cold, continuous_sneezing, chills, fatigue, cough
8145,Pneumonia, chills, fatigue, cough, high_fever
8146,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8147,Heart attack, vomiting, breathlessness, sweating, chest_pain
8148,Varicose veins, fatigue, cramps, bruising, obesity
8149,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8150,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8151,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8152,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8153,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8154,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8155,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8156,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8157,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8158,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8159,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8160,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8161,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8162,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8163,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8164,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8165,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8166,Diabetes , fatigue, weight_loss, restlessness, lethargy
8167,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8168,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8169,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8170,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8171,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8172,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8173,Jaundice,itching, vomiting, fatigue, weight_loss
8174,Malaria, chills, vomiting, high_fever, sweating
8175,Chicken pox,itching, skin_rash, fatigue, lethargy
8176,Dengue, skin_rash, chills, joint_pain, vomiting
8177,Typhoid, chills, vomiting, fatigue, high_fever
8178,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8179,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8180,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8181,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8182,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8183,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8184,Tuberculosis, chills, vomiting, fatigue, weight_loss
8185,Common Cold, continuous_sneezing, chills, fatigue, cough
8186,Pneumonia, chills, fatigue, cough, high_fever
8187,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8188,Heart attack, vomiting, breathlessness, sweating, chest_pain
8189,Varicose veins, fatigue, cramps, bruising, obesity
8190,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8191,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8192,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8193,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8194,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8195,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8196,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8197,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8198,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8199,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8200,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8201,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8202,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8203,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8204,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8205,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8206,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8207,Diabetes , fatigue, weight_loss, restlessness, lethargy
8208,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8209,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8210,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8211,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8212,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8213,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8214,Jaundice,itching, vomiting, fatigue, weight_loss
8215,Malaria, chills, vomiting, high_fever, sweating
8216,Chicken pox,itching, skin_rash, fatigue, lethargy
8217,Dengue, skin_rash, chills, joint_pain, vomiting
8218,Typhoid, chills, vomiting, fatigue, high_fever
8219,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8220,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8221,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8222,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8223,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8224,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8225,Tuberculosis, chills, vomiting, fatigue, weight_loss
8226,Common Cold, continuous_sneezing, chills, fatigue, cough
8227,Pneumonia, chills, fatigue, cough, high_fever
8228,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8229,Heart attack, vomiting, breathlessness, sweating, chest_pain
8230,Varicose veins, fatigue, cramps, bruising, obesity
8231,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8232,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8233,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8234,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8235,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8236,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8237,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8238,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8239,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8240,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8241,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8242,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8243,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8244,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8245,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8246,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8247,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8248,Diabetes , fatigue, weight_loss, restlessness, lethargy
8249,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8250,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8251,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8252,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8253,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8254,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8255,Jaundice,itching, vomiting, fatigue, weight_loss
8256,Malaria, chills, vomiting, high_fever, sweating
8257,Chicken pox,itching, skin_rash, fatigue, lethargy
8258,Dengue, skin_rash, chills, joint_pain, vomiting
8259,Typhoid, chills, vomiting, fatigue, high_fever
8260,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8261,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8262,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8263,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8264,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8265,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8266,Tuberculosis, chills, vomiting, fatigue, weight_loss
8267,Common Cold, continuous_sneezing, chills, fatigue, cough
8268,Pneumonia, chills, fatigue, cough, high_fever
8269,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8270,Heart attack, vomiting, breathlessness, sweating, chest_pain
8271,Varicose veins, fatigue, cramps, bruising, obesity
8272,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8273,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8274,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8275,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8276,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8277,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8278,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8279,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8280,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8281,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8282,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8283,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8284,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8285,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8286,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8287,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8288,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8289,Diabetes , fatigue, weight_loss, restlessness, lethargy
8290,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8291,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8292,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8293,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8294,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8295,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8296,Jaundice,itching, vomiting, fatigue, weight_loss
8297,Malaria, chills, vomiting, high_fever, sweating
8298,Chicken pox,itching, skin_rash, fatigue, lethargy
8299,Dengue, skin_rash, chills, joint_pain, vomiting
8300,Typhoid, chills, vomiting, fatigue, high_fever
8301,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8302,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8303,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8304,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8305,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8306,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8307,Tuberculosis, chills, vomiting, fatigue, weight_loss
8308,Common Cold, continuous_sneezing, chills, fatigue, cough
8309,Pneumonia, chills, fatigue, cough, high_fever
8310,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8311,Heart attack, vomiting, breathlessness, sweating, chest_pain
8312,Varicose veins, fatigue, cramps, bruising, obesity
8313,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8314,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8315,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8316,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8317,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8318,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8319,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8320,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8321,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8322,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8323,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8324,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8325,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8326,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8327,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8328,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8329,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8330,Diabetes , fatigue, weight_loss, restlessness, lethargy
8331,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8332,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8333,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8334,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8335,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8336,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8337,Jaundice,itching, vomiting, fatigue, weight_loss
8338,Malaria, chills, vomiting, high_fever, sweating
8339,Chicken pox,itching, skin_rash, fatigue, lethargy
8340,Dengue, skin_rash, chills, joint_pain, vomiting
8341,Typhoid, chills, vomiting, fatigue, high_fever
8342,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8343,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8344,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8345,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8346,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8347,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8348,Tuberculosis, chills, vomiting, fatigue, weight_loss
8349,Common Cold, continuous_sneezing, chills, fatigue, cough
8350,Pneumonia, chills, fatigue, cough, high_fever
8351,Dimorphic hemmorhoids(piles), constipation, pain_during_bowel_movements, pain_in_anal_region, bloody_stool
8352,Heart attack, vomiting, breathlessness, sweating, chest_pain
8353,Varicose veins, fatigue, cramps, bruising, obesity
8354,Hypothyroidism, fatigue, weight_gain, cold_hands_and_feets, mood_swings
8355,Hyperthyroidism, fatigue, mood_swings, weight_loss, restlessness
8356,Hypoglycemia, vomiting, fatigue, anxiety, sweating
8357,Osteoarthristis, joint_pain, neck_pain, knee_pain, hip_joint_pain
8358,Arthritis, muscle_weakness, stiff_neck, swelling_joints, movement_stiffness
8359,(vertigo) Paroymsal  Positional Vertigo, vomiting, headache, nausea, spinning_movements
8360,Acne, skin_rash, pus_filled_pimples, blackheads, scurring
8361,Urinary tract infection, burning_micturition, bladder_discomfort, foul_smell_of urine, continuous_feel_of_urine
8362,Psoriasis, skin_rash, joint_pain, skin_peeling, silver_like_dusting
8363,Impetigo, skin_rash, high_fever, blister, red_sore_around_nose
8364,Fungal infection,itching, skin_rash, nodal_skin_eruptions, dischromic _patches
8365,Allergy, continuous_sneezing, shivering, chills, watering_from_eyes
8366,GERD, stomach_pain, acidity, ulcers_on_tongue, vomiting
8367,Chronic cholestasis,itching, vomiting, yellowish_skin, nausea
8368,Drug Reaction,itching, skin_rash, stomach_pain, burning_micturition
8369,Peptic ulcer diseae, vomiting, indigestion, loss_of_appetite, abdominal_pain
8370,AIDS, muscle_wasting, patches_in_throat, high_fever, extra_marital_contacts
8371,Diabetes , fatigue, weight_loss, restlessness, lethargy
8372,Gastroenteritis, vomiting, sunken_eyes, dehydration, diarrhoea
8373,Bronchial Asthma, fatigue, cough, high_fever, breathlessness
8374,Hypertension , headache, chest_pain, dizziness, loss_of_balance
8375,Migraine, acidity, indigestion, headache, blurred_and_distorted_vision
8376,Cervical spondylosis, back_pain, weakness_in_limbs, neck_pain, dizziness
8377,Paralysis (brain hemorrhage), vomiting, headache, weakness_of_one_body_side, altered_sensorium
8378,Jaundice,itching, vomiting, fatigue, weight_loss
8379,Malaria, chills, vomiting, high_fever, sweating
8380,Chicken pox,itching, skin_rash, fatigue, lethargy
8381,Dengue, skin_rash, chills, joint_pain, vomiting
8382,Typhoid, chills, vomiting, fatigue, high_fever
8383,hepatitis A, joint_pain, vomiting, yellowish_skin, dark_urine
8384,Hepatitis B,itching, fatigue, lethargy, yellowish_skin
8385,Hepatitis C, fatigue, yellowish_skin, nausea, loss_of_appetite
8386,Hepatitis D, joint_pain, vomiting, fatigue, yellowish_skin
8387,Hepatitis E, joint_pain, vomiting, fatigue, high_fever
8388,Alcoholic hepatitis, vomiting, yellowish_skin, abdominal_pain, swelling_of_stomach
8389,Tuberculosis, chills, vomiting, fatigue, weight_loss
8390,Common Cold, continuous_sneezing, chills, fatigue, cough
8391,Pneumonia, chills, fatigue, cough, high_fever
